Order_Date,Region,Category,Shipping_Method,Customer_Age,Unit_Price,Units_Sold,Delivery_Days,CSAT_Score,Revenue
2022-01-01,North America,Smartphones,Standard,18.0,877.1384894350364,9.0,7.175493053975256,89.48187619107675,7894.246404915328
2022-01-01,APAC,Smartphones,Expedited,35.272983360793624,791.5215667512061,9.0,3.3650223213171437,84.81446944193436,7123.694100760855
2022-01-01,EMEA,Accessories,Standard,36.56502436479449,38.2346319437787,10.0,5.221156074549287,77.17879212573015,382.34631943778703
2022-01-01,EMEA,Accessories,Standard,28.48087843506509,59.111265308700006,7.0,5.090035368163761,88.83068898961756,413.77885716090003
2022-01-01,North America,Audio,Standard,53.48581459048721,239.7822847826124,10.0,6.859616781993985,75.79975439590629,2397.822847826124
2022-01-01,EMEA,Smartphones,Standard,28.22837521126659,832.3998337497967,9.0,7.561477573984724,79.49328379201704,7491.5985037481705
2022-01-02,EMEA,Smartphones,Expedited,49.65268742591067,801.3991893045446,8.0,0.488594102363749,94.65018899568959,6411.193514436357
2022-01-02,LATAM,Accessories,Expedited,21.34804927967308,78.45351863146621,9.0,1.709073201159191,91.37380527992754,706.0816676831959
2022-01-02,EMEA,Laptops,Standard,35.624392584440685,1166.7424264136284,5.0,8.440015524329914,84.6530722732937,5833.712132068142
2022-01-02,North America,Laptops,Standard,47.46917502809448,1284.8960428936803,7.0,2.9390906451011354,90.18281151009704,8994.272300255761
2022-01-02,North America,Accessories,Standard,39.30316223851091,24.11886241029254,10.0,5.6013000975389176,90.62952124942643,241.1886241029254
2022-01-02,North America,Smartphones,Standard,31.412877726193017,864.0730879664895,5.0,5.259041896464497,82.16815167057266,4320.365439832448
2022-01-03,APAC,Audio,Standard,28.70913931276629,411.035470381198,9.0,1.6811780050899756,100.0,3699.3192334307823
2022-01-03,LATAM,Audio,Expedited,33.884709903580685,236.9645988500913,8.0,2.5319042733037658,92.10336202788967,1895.7167908007305
2022-01-03,North America,Accessories,Standard,45.83740486168101,70.4996777359643,7.0,7.50097570270598,84.27352176000213,493.4977441517501
2022-01-03,North America,Smartphones,Expedited,30.727776966049042,724.1493688138517,8.0,0.7807104322708169,100.0,5793.194950510813
2022-01-04,EMEA,Audio,Standard,27.668062344640045,275.1664291323283,8.0,5.72142982275394,87.80074995150856,2201.3314330586263
2022-01-04,North America,Audio,Standard,29.67045153935241,318.2005832934427,6.0,8.28143868455902,73.58726146755112,1909.2034997606563
2022-01-05,North America,Smartphones,Standard,29.51484208560135,776.9754650882898,8.0,4.197846940643564,84.08484730846268,6215.803720706318
2022-01-05,LATAM,Audio,Standard,48.07160239571904,205.5101762064271,7.0,5.864272080695867,82.01244418278684,1438.5712334449897
2022-01-05,LATAM,Laptops,Standard,47.431804448553976,1068.8776851661664,10.0,4.0904523959454515,83.71045988064274,10688.776851661663
2022-01-05,North America,Laptops,Expedited,31.430709676818832,1134.7716162671395,10.0,2.675822874976018,92.62162757828415,11347.716162671395
2022-01-05,EMEA,Laptops,Standard,32.3972101001589,721.2313726157373,7.0,4.805895626147891,94.85776216091367,5048.619608310161
2022-01-06,North America,Smartphones,Standard,33.15128203530622,800.6551376068244,7.0,5.959002206266918,90.36181447130699,5604.58596324777
2022-01-07,North America,Smartphones,Expedited,36.253222174009075,825.252546297412,8.0,2.797095771142903,100.0,6602.020370379296
2022-01-07,North America,Audio,Expedited,30.031605869941334,135.61038079876676,9.0,2.218549971784689,95.55624795094468,1220.4934271889008
2022-01-07,EMEA,Audio,Same-Day,28.267314139607823,168.88977844889928,8.0,1.0085453922820795,99.07983526331878,1351.1182275911942
2022-01-07,EMEA,Accessories,Standard,23.16198004729782,64.90804539206432,11.0,4.128465735824463,90.26543905898421,713.9884993127075
2022-01-07,EMEA,Accessories,Standard,18.84670019433907,58.72993689890741,8.0,4.688241461183911,78.83430595898443,469.8394951912593
2022-01-07,APAC,Laptops,Expedited,25.322612968587094,1026.593277617315,10.0,3.0326785101768126,87.51217992918829,10265.93277617315
2022-01-08,APAC,Smartphones,Standard,28.908827622566207,981.2533109130544,7.0,0.8995484961588653,100.0,6868.773176391381
2022-01-08,North America,Smartphones,Standard,32.8357759997022,860.367198098872,7.0,6.854887228371,73.28615579163713,6022.570386692104
2022-01-08,North America,Smartphones,Expedited,18.0,1139.7072215455562,8.0,1.863622084915664,90.80832054737274,9117.65777236445
2022-01-08,APAC,Laptops,Standard,36.57309104136732,1283.9665681030963,6.0,5.921548624639811,84.22292579141056,7703.799408618577
2022-01-08,North America,Smartphones,Expedited,30.78432904222432,780.6503652849848,10.0,2.7362997837925565,97.90496393779407,7806.503652849848
2022-01-08,EMEA,Smartphones,Expedited,27.219620052061803,918.0530509605464,9.0,1.4466505513687455,97.93912740547961,8262.477458644918
2022-01-09,EMEA,Laptops,Standard,26.540092195785565,1314.9807763584995,1.0,6.647823140394569,87.36664453924641,1314.9807763584995
2022-01-09,North America,Smartphones,Expedited,52.98526853356068,895.3640464357778,7.0,2.5628362737729478,93.88737181036404,6267.548325050445
2022-01-09,North America,Laptops,Expedited,28.555860149325277,937.3223367968737,4.0,3.132380459982154,95.02383512802241,3749.289347187495
2022-01-10,North America,Accessories,Expedited,39.24835559476658,45.405032434639345,8.0,3.2229337496911614,100.0,363.24025947711476
2022-01-10,LATAM,Smartphones,Standard,43.313958376702175,712.2896433693275,8.0,4.622224784501106,88.00788644334534,5698.31714695462
2022-01-10,LATAM,Smartphones,Standard,27.778761651706816,1002.9014057838951,7.0,4.572246745054027,82.57103142520076,7020.309840487266
2022-01-10,APAC,Audio,Same-Day,33.15973143024313,211.15219753022313,10.0,0.8795348541332105,100.0,2111.521975302231
2022-01-10,LATAM,Audio,Standard,48.771459866634984,413.200695368486,6.0,5.170319453996983,99.05066686857819,2479.204172210916
2022-01-10,APAC,Audio,Standard,41.29201236855766,47.78572821186256,9.0,4.166234571394638,86.81562883663233,430.07155390676303
2022-01-11,APAC,Audio,Same-Day,25.37637975790205,347.2502953959264,9.0,0.49106376140252994,90.71345661356402,3125.2526585633377
2022-01-11,North America,Audio,Same-Day,38.620758159981406,291.8783243275025,11.0,0.7745503846987447,97.33663715093806,3210.6615676025276
2022-01-11,North America,Smartphones,Standard,31.26622502622299,834.8922777503952,4.0,6.3597638390423,86.78736825110623,3339.569111001581
2022-01-11,EMEA,Audio,Standard,49.536789604456935,215.21891387982848,10.0,6.942029308113368,69.865347069028,2152.1891387982846
2022-01-12,LATAM,Audio,Standard,24.857626785228696,138.63232946993742,10.0,9.749273711344625,74.6844228053794,1386.3232946993742
2022-01-12,LATAM,Audio,Standard,37.22685953739596,218.01013821084996,6.0,4.28052154051151,90.3025605448265,1308.0608292650998
2022-01-12,North America,Laptops,Standard,36.34076660772311,1408.993417390156,3.0,5.730187635772171,84.8644497458873,4226.980252170468
2022-01-12,North America,Audio,Standard,39.52542317064716,226.4441374037577,11.0,2.8829311617105415,88.42972809545365,2490.885511441335
2022-01-12,North America,Smartphones,Standard,35.7981821480148,825.2336268854006,8.0,4.120216032510665,78.44515688290747,6601.869015083204
2022-01-12,North America,Laptops,Expedited,40.8876928835664,969.0113767486237,8.0,2.55189651119587,94.25562682036514,7752.091013988989
2022-01-12,North America,Smartphones,Expedited,32.15774206972885,968.5852198953553,8.0,1.2498475781464062,98.06030202583227,7748.681759162842
2022-01-12,EMEA,Smartphones,Expedited,29.867370810733018,710.191611696173,9.0,2.33078826064545,93.38579834920692,6391.724505265557
2022-01-12,LATAM,Audio,Standard,47.66133238946735,302.3712581964462,9.0,6.9966348358508235,87.67560567164718,2721.341323768016
2022-01-12,North America,Audio,Standard,36.594332967181856,325.57054152918516,6.0,6.423208551645809,81.74923685079459,1953.4232491751109
2022-01-13,APAC,Laptops,Standard,31.65022167844661,1012.9074179665877,8.0,7.847210498855991,78.60080123881613,8103.259343732701
2022-01-13,APAC,Smartphones,Standard,18.0,965.580204259642,10.0,3.1999935853874804,89.03669445539023,9655.80204259642
2022-01-13,APAC,Accessories,Standard,32.32872148434003,35.76263344096131,8.0,4.092392986502238,80.29486349445796,286.1010675276905
2022-01-14,APAC,Smartphones,Standard,41.38441910913249,778.0687203966867,3.0,5.340868573558925,77.94832841456669,2334.20616119006
